job_title,location,industry,skills,experience,salary_lpa,posted_date
Cloud Engineer,Mumbai,FinTech,"aws, azure, docker",4,22,2024-03-19
Software Engineer,Delhi,HealthTech,"python, oops, java",8,21,2023-01-07
AI Engineer,Mumbai,E-Commerce,"nlp, ml, python",3,9,2023-01-31
ML Engineer,Chennai,HealthTech,"python, deep learning, tensorflow",4,18,2023-01-21
Software Engineer,Hyderabad,IT,"python, oops, java",5,6,2024-04-18
Cloud Engineer,Pune,EdTech,"aws, linux, azure",5,11,2023-04-07
Cyber Security Analyst,Bangalore,E-Commerce,"security, networking, linux",8,4,2023-03-11
DevOps Engineer,Bangalore,EdTech,"kubernetes, docker, aws",8,8,2024-10-28
Business Analyst,Chennai,FinTech,"communication, sql, excel",7,4,2024-05-23
Software Engineer,Hyderabad,EdTech,"python, java, sql",5,22,2023-04-21
Business Analyst,Delhi,FinTech,"communication, excel, sql",3,23,2024-10-03
ML Engineer,Delhi,HealthTech,"deep learning, python, tensorflow",1,21,2023-09-22
Data Analyst,Delhi,EdTech,"python, sql, power bi",1,24,2023-10-16
ML Engineer,Mumbai,E-Commerce,"tensorflow, ml, deep learning",4,21,2024-12-21
Business Analyst,Hyderabad,FinTech,"sql, excel, communication",6,6,2023-07-04
Cloud Engineer,Delhi,IT,"aws, azure, linux",2,18,2024-05-05
Data Scientist,Pune,IT,"sql, statistics, ml",5,3,2024-08-06
Data Scientist,Delhi,E-Commerce,"statistics, ml, python",6,20,2024-11-06
Cyber Security Analyst,Delhi,EdTech,"linux, security, networking",1,5,2023-02-19
Software Engineer,Bangalore,IT,"python, oops, java",3,24,2024-04-19
Data Analyst,Delhi,IT,"excel, sql, power bi",8,13,2024-05-28
Web Developer,Chennai,EdTech,"css, html, react",6,21,2025-01-01
Data Analyst,Bangalore,E-Commerce,"python, power bi, sql",7,9,2023-10-13
DevOps Engineer,Chennai,HealthTech,"linux, kubernetes, aws",0,23,2024-06-20
Data Analyst,Hyderabad,EdTech,"python, sql, excel",5,20,2024-10-31
ML Engineer,Chennai,IT,"deep learning, python, tensorflow",1,25,2023-02-23
Web Developer,Delhi,FinTech,"javascript, react, html",8,16,2024-11-16
Data Scientist,Chennai,HealthTech,"ml, sql, python",3,5,2024-10-01
Cloud Engineer,Delhi,FinTech,"linux, azure, aws",4,13,2024-04-13
ML Engineer,Bangalore,EdTech,"ml, tensorflow, deep learning",3,13,2024-10-05
Data Analyst,Mumbai,HealthTech,"power bi, excel, sql",8,22,2023-12-14
Cloud Engineer,Pune,HealthTech,"linux, aws, azure",3,13,2024-08-08
Cyber Security Analyst,Chennai,E-Commerce,"networking, linux, security",0,18,2024-04-23
Business Analyst,Delhi,IT,"excel, communication, sql",2,10,2023-11-27
AI Engineer,Pune,EdTech,"nlp, ml, python",8,14,2023-09-10
Web Developer,Bangalore,HealthTech,"javascript, html, react",3,5,2024-08-30
Business Analyst,Mumbai,EdTech,"communication, excel, sql",7,4,2024-12-30
ML Engineer,Chennai,HealthTech,"deep learning, tensorflow, ml",8,11,2023-07-08
Data Scientist,Hyderabad,IT,"python, statistics, ml",5,24,2024-08-16
DevOps Engineer,Pune,IT,"linux, aws, kubernetes",3,25,2023-03-05
Business Analyst,Mumbai,FinTech,"sql, excel, communication",1,17,2024-10-22
ML Engineer,Pune,FinTech,"tensorflow, ml, deep learning",3,17,2023-02-20
Cyber Security Analyst,Chennai,EdTech,"networking, linux, security",2,13,2023-02-08
AI Engineer,Bangalore,EdTech,"ml, python, ai",6,7,2023-01-31
Web Developer,Pune,HealthTech,"css, react, javascript",0,11,2024-04-23
DevOps Engineer,Pune,EdTech,"aws, linux, kubernetes",4,22,2024-10-13
Business Analyst,Delhi,HealthTech,"communication, excel, sql",1,4,2024-05-22
Software Engineer,Chennai,HealthTech,"python, sql, oops",1,5,2024-06-17
Cloud Engineer,Bangalore,HealthTech,"azure, aws, docker",1,21,2023-09-05
Software Engineer,Delhi,IT,"oops, sql, python",4,4,2023-06-03
Data Scientist,Mumbai,IT,"sql, ml, statistics",1,22,2024-03-13
Software Engineer,Delhi,HealthTech,"python, oops, sql",6,16,2024-10-05
Data Scientist,Delhi,IT,"statistics, python, sql",2,13,2024-06-03
Software Engineer,Chennai,IT,"oops, python, java",4,25,2023-05-16
Cyber Security Analyst,Chennai,IT,"networking, linux, security",3,4,2023-09-11
Cyber Security Analyst,Chennai,E-Commerce,"networking, security, linux",2,23,2023-07-13
Software Engineer,Chennai,HealthTech,"python, sql, oops",6,15,2024-10-12
DevOps Engineer,Pune,E-Commerce,"aws, kubernetes, docker",1,12,2024-11-16
Business Analyst,Bangalore,EdTech,"sql, communication, excel",2,18,2024-07-20
Cloud Engineer,Hyderabad,IT,"docker, linux, aws",0,8,2024-07-06
DevOps Engineer,Delhi,FinTech,"kubernetes, docker, linux",6,15,2024-01-29
Cloud Engineer,Chennai,EdTech,"azure, linux, aws",1,11,2023-04-19
Cloud Engineer,Pune,IT,"aws, linux, azure",5,11,2024-06-07
Data Analyst,Pune,FinTech,"excel, sql, power bi",0,8,2023-11-11
Cyber Security Analyst,Mumbai,FinTech,"networking, security, linux",1,6,2024-03-18
Data Scientist,Delhi,IT,"ml, sql, statistics",8,3,2024-05-08
Data Analyst,Hyderabad,IT,"excel, power bi, python",6,15,2024-10-13
Business Analyst,Chennai,FinTech,"excel, sql, communication",6,3,2023-02-05
DevOps Engineer,Bangalore,E-Commerce,"docker, aws, kubernetes",6,22,2024-07-26
Data Scientist,Hyderabad,FinTech,"ml, sql, python",3,10,2024-05-06
Data Analyst,Bangalore,IT,"excel, sql, python",0,15,2023-05-27
DevOps Engineer,Mumbai,FinTech,"kubernetes, docker, linux",5,19,2023-06-26
Software Engineer,Pune,EdTech,"java, sql, oops",1,13,2023-05-11
Business Analyst,Mumbai,FinTech,"sql, excel, communication",3,21,2024-02-17
Cyber Security Analyst,Chennai,EdTech,"security, linux, networking",5,20,2024-03-24
Business Analyst,Delhi,E-Commerce,"excel, communication, sql",7,16,2023-04-06
Data Scientist,Pune,HealthTech,"ml, statistics, python",0,23,2023-11-02
Data Scientist,Delhi,E-Commerce,"ml, python, sql",7,18,2024-08-25
DevOps Engineer,Hyderabad,FinTech,"kubernetes, aws, docker",6,13,2024-10-06
Data Analyst,Chennai,E-Commerce,"power bi, sql, excel",8,15,2024-06-10
Web Developer,Mumbai,E-Commerce,"react, html, javascript",1,10,2023-04-28
Business Analyst,Delhi,HealthTech,"excel, communication, sql",5,9,2024-09-11
Cyber Security Analyst,Chennai,IT,"security, networking, linux",5,9,2024-12-26
Data Analyst,Hyderabad,IT,"excel, python, power bi",3,21,2023-01-08
Cloud Engineer,Delhi,FinTech,"docker, aws, azure",8,24,2023-09-19
Cloud Engineer,Pune,HealthTech,"azure, linux, aws",6,21,2024-09-11
Data Scientist,Chennai,FinTech,"sql, ml, statistics",1,11,2023-01-30
Data Analyst,Pune,FinTech,"python, power bi, excel",3,22,2023-11-09
ML Engineer,Pune,IT,"python, ml, tensorflow",1,15,2023-02-04
Data Analyst,Delhi,IT,"excel, power bi, sql",7,16,2024-10-08
Cyber Security Analyst,Delhi,FinTech,"linux, security, networking",7,15,2024-02-08
AI Engineer,Delhi,EdTech,"ml, python, nlp",7,22,2024-07-15
Web Developer,Mumbai,EdTech,"javascript, css, react",8,5,2024-02-24
ML Engineer,Hyderabad,HealthTech,"deep learning, ml, python",6,16,2023-08-23
AI Engineer,Delhi,EdTech,"python, nlp, ml",1,8,2024-08-17
AI Engineer,Hyderabad,EdTech,"ai, python, nlp",5,25,2023-11-27
Software Engineer,Hyderabad,EdTech,"java, python, sql",1,11,2024-04-03
Cyber Security Analyst,Hyderabad,HealthTech,"security, networking, linux",8,9,2023-01-27
Software Engineer,Mumbai,IT,"java, oops, sql",8,13,2024-01-20
Data Scientist,Bangalore,HealthTech,"ml, python, sql",3,7,2023-01-16
Cyber Security Analyst,Bangalore,FinTech,"linux, security, networking",4,4,2024-12-26
Software Engineer,Hyderabad,EdTech,"python, java, sql",7,11,2023-10-31
Software Engineer,Chennai,HealthTech,"python, oops, sql",7,19,2023-11-19
AI Engineer,Delhi,E-Commerce,"ml, python, ai",4,16,2024-12-24
Cyber Security Analyst,Bangalore,HealthTech,"networking, security, linux",2,18,2023-06-11
DevOps Engineer,Hyderabad,IT,"docker, aws, kubernetes",7,15,2023-03-06
Cloud Engineer,Chennai,HealthTech,"azure, aws, linux",0,10,2023-08-10
Cyber Security Analyst,Delhi,FinTech,"linux, networking, security",4,21,2023-06-27
Cyber Security Analyst,Mumbai,EdTech,"networking, security, linux",3,12,2023-07-31
ML Engineer,Chennai,FinTech,"ml, deep learning, python",7,17,2023-07-27
Cloud Engineer,Mumbai,IT,"azure, docker, aws",3,3,2024-09-12
Web Developer,Delhi,EdTech,"html, css, react",8,8,2023-05-18
AI Engineer,Mumbai,IT,"ai, python, nlp",5,9,2024-08-20
Cyber Security Analyst,Bangalore,EdTech,"security, linux, networking",1,21,2023-06-04
Web Developer,Bangalore,EdTech,"javascript, react, css",3,22,2023-07-25
Web Developer,Pune,EdTech,"html, css, javascript",0,17,2023-07-29
ML Engineer,Hyderabad,FinTech,"python, deep learning, tensorflow",5,5,2024-11-21
Business Analyst,Pune,FinTech,"communication, sql, excel",3,17,2024-05-10
Software Engineer,Bangalore,IT,"sql, java, python",7,13,2024-02-04
AI Engineer,Hyderabad,EdTech,"python, nlp, ai",1,12,2023-06-25
Cloud Engineer,Mumbai,EdTech,"azure, linux, docker",4,23,2023-03-27
Web Developer,Pune,FinTech,"html, javascript, react",3,16,2024-11-10
Software Engineer,Hyderabad,HealthTech,"sql, python, oops",2,22,2024-08-28
Web Developer,Delhi,EdTech,"css, javascript, react",8,5,2024-09-20
ML Engineer,Chennai,FinTech,"deep learning, ml, tensorflow",5,22,2023-09-12
Web Developer,Chennai,E-Commerce,"css, html, react",7,11,2024-02-01
Data Scientist,Mumbai,E-Commerce,"python, statistics, ml",6,14,2023-06-22
ML Engineer,Chennai,FinTech,"ml, tensorflow, deep learning",8,13,2023-12-05
AI Engineer,Chennai,EdTech,"nlp, ml, python",6,22,2023-09-15
DevOps Engineer,Bangalore,FinTech,"linux, aws, kubernetes",3,14,2024-07-11
Cloud Engineer,Chennai,HealthTech,"aws, azure, linux",1,6,2023-09-28
Web Developer,Hyderabad,EdTech,"javascript, html, css",7,20,2024-06-02
DevOps Engineer,Delhi,E-Commerce,"aws, kubernetes, docker",2,13,2023-06-07
Cloud Engineer,Hyderabad,HealthTech,"aws, linux, docker",3,25,2024-02-23
Web Developer,Bangalore,E-Commerce,"css, javascript, html",2,5,2023-07-15
Web Developer,Hyderabad,E-Commerce,"css, javascript, html",0,21,2024-11-30
AI Engineer,Mumbai,HealthTech,"python, ml, ai",3,19,2023-08-20
Cyber Security Analyst,Pune,EdTech,"security, networking, linux",3,21,2024-07-19
AI Engineer,Chennai,EdTech,"ai, ml, nlp",7,19,2023-09-03
Web Developer,Chennai,HealthTech,"css, html, javascript",5,12,2023-09-27
Data Analyst,Mumbai,EdTech,"excel, python, sql",6,14,2024-05-15
Software Engineer,Bangalore,IT,"oops, java, sql",1,20,2024-10-10
Web Developer,Chennai,HealthTech,"react, javascript, css",2,18,2023-11-14
Data Scientist,Chennai,FinTech,"statistics, sql, ml",1,15,2023-05-24
Data Analyst,Bangalore,E-Commerce,"power bi, sql, python",2,17,2023-03-03
Web Developer,Pune,E-Commerce,"javascript, react, html",1,24,2024-06-21
ML Engineer,Pune,HealthTech,"deep learning, tensorflow, ml",1,12,2024-12-29
AI Engineer,Bangalore,FinTech,"python, ml, ai",7,20,2023-01-26
Web Developer,Mumbai,IT,"javascript, react, css",6,3,2024-03-12
Cloud Engineer,Bangalore,E-Commerce,"azure, docker, aws",3,21,2023-02-06
AI Engineer,Bangalore,FinTech,"nlp, ai, ml",3,7,2024-10-17
Cloud Engineer,Hyderabad,HealthTech,"aws, azure, linux",1,22,2024-04-15
Cyber Security Analyst,Hyderabad,IT,"security, networking, linux",0,6,2023-03-13
Data Analyst,Pune,HealthTech,"sql, excel, python",2,6,2024-06-26
Cloud Engineer,Mumbai,E-Commerce,"docker, linux, aws",1,24,2024-03-13
Business Analyst,Chennai,FinTech,"sql, communication, excel",2,10,2024-05-28
ML Engineer,Delhi,IT,"ml, tensorflow, python",1,17,2023-11-17
DevOps Engineer,Delhi,IT,"kubernetes, linux, aws",5,13,2023-07-15
Cyber Security Analyst,Bangalore,EdTech,"networking, security, linux",2,7,2023-11-17
AI Engineer,Mumbai,EdTech,"ml, ai, python",6,10,2023-05-16
Web Developer,Hyderabad,EdTech,"css, javascript, html",5,24,2023-10-18
Data Scientist,Hyderabad,IT,"statistics, sql, python",1,3,2024-08-29
Cloud Engineer,Hyderabad,FinTech,"aws, linux, azure",2,19,2023-08-23
Data Scientist,Mumbai,E-Commerce,"ml, python, sql",5,21,2023-12-18
ML Engineer,Pune,HealthTech,"tensorflow, ml, deep learning",7,6,2023-03-04
DevOps Engineer,Bangalore,E-Commerce,"docker, aws, linux",1,11,2024-04-28
DevOps Engineer,Chennai,E-Commerce,"aws, linux, kubernetes",6,16,2023-04-17
AI Engineer,Hyderabad,FinTech,"nlp, ml, python",7,5,2024-08-17
Web Developer,Bangalore,HealthTech,"react, css, html",5,24,2023-07-16
Software Engineer,Bangalore,EdTech,"sql, oops, java",1,22,2024-10-31
Web Developer,Delhi,HealthTech,"react, html, javascript",2,14,2024-12-15
Cloud Engineer,Chennai,EdTech,"linux, aws, azure",7,7,2023-07-17
Cloud Engineer,Bangalore,E-Commerce,"aws, docker, linux",4,21,2023-07-13
Cyber Security Analyst,Mumbai,E-Commerce,"linux, security, networking",2,22,2024-10-18
AI Engineer,Chennai,E-Commerce,"ai, nlp, python",8,6,2024-03-26
Software Engineer,Bangalore,FinTech,"python, sql, java",5,20,2023-09-19
Web Developer,Pune,E-Commerce,"html, css, react",5,16,2024-10-30
AI Engineer,Hyderabad,E-Commerce,"nlp, ai, python",0,12,2024-06-11
Data Scientist,Delhi,HealthTech,"python, sql, ml",6,25,2024-12-28
Data Analyst,Hyderabad,EdTech,"power bi, excel, sql",8,19,2023-04-14
Cyber Security Analyst,Hyderabad,HealthTech,"linux, security, networking",1,6,2023-08-11
Cloud Engineer,Hyderabad,IT,"aws, azure, docker",6,21,2024-03-27
Cloud Engineer,Hyderabad,IT,"linux, docker, azure",4,16,2023-03-25
Data Analyst,Chennai,FinTech,"python, sql, excel",8,15,2024-09-27
Cyber Security Analyst,Delhi,EdTech,"linux, networking, security",6,6,2023-05-13
Software Engineer,Chennai,FinTech,"oops, sql, python",7,22,2023-06-10
Software Engineer,Delhi,FinTech,"python, java, sql",2,19,2024-09-11
AI Engineer,Pune,HealthTech,"ml, python, ai",8,10,2023-01-19
Cyber Security Analyst,Mumbai,FinTech,"networking, security, linux",1,8,2023-10-14
Data Scientist,Delhi,EdTech,"python, sql, ml",8,8,2023-11-04
Cloud Engineer,Delhi,FinTech,"docker, linux, aws",3,24,2023-11-22
Cloud Engineer,Pune,IT,"linux, docker, azure",2,21,2023-12-19
Data Scientist,Chennai,EdTech,"sql, statistics, python",0,11,2023-05-04
Web Developer,Mumbai,EdTech,"javascript, html, css",0,15,2024-11-26
DevOps Engineer,Pune,E-Commerce,"kubernetes, aws, linux",4,8,2023-07-31
Business Analyst,Bangalore,IT,"communication, sql, excel",0,13,2023-09-08
Web Developer,Pune,FinTech,"javascript, html, css",0,11,2023-09-14
DevOps Engineer,Chennai,IT,"aws, linux, docker",6,10,2024-09-22
AI Engineer,Bangalore,HealthTech,"ai, python, nlp",5,4,2024-05-04
Cyber Security Analyst,Hyderabad,FinTech,"security, networking, linux",6,17,2024-08-07
Data Analyst,Hyderabad,E-Commerce,"python, excel, sql",8,19,2023-01-12
Cyber Security Analyst,Mumbai,EdTech,"security, linux, networking",4,11,2023-02-27
Cloud Engineer,Hyderabad,E-Commerce,"docker, aws, azure",7,12,2024-03-13
AI Engineer,Bangalore,EdTech,"nlp, ai, python",0,5,2024-01-01
ML Engineer,Hyderabad,HealthTech,"tensorflow, deep learning, python",6,18,2023-02-02
Software Engineer,Hyderabad,EdTech,"java, sql, oops",4,21,2023-09-23
Cloud Engineer,Hyderabad,IT,"linux, azure, docker",6,6,2023-04-01
Data Analyst,Hyderabad,HealthTech,"power bi, python, sql",1,21,2023-03-15
ML Engineer,Chennai,IT,"tensorflow, ml, deep learning",1,3,2023-11-02
Web Developer,Bangalore,E-Commerce,"html, css, react",1,24,2023-01-09
Software Engineer,Bangalore,FinTech,"java, python, oops",7,7,2023-05-16
Cloud Engineer,Hyderabad,FinTech,"linux, docker, azure",6,5,2023-05-03
Data Analyst,Hyderabad,IT,"power bi, excel, python",8,18,2023-08-25
Business Analyst,Delhi,EdTech,"excel, sql, communication",3,14,2023-03-07
ML Engineer,Mumbai,EdTech,"tensorflow, deep learning, ml",4,13,2024-04-19
Business Analyst,Chennai,HealthTech,"excel, communication, sql",8,3,2024-05-22
Web Developer,Delhi,E-Commerce,"css, react, html",2,8,2023-12-22
Business Analyst,Mumbai,EdTech,"excel, sql, communication",4,22,2024-09-26
Data Scientist,Mumbai,HealthTech,"statistics, sql, python",0,5,2024-08-24
Cyber Security Analyst,Chennai,FinTech,"linux, security, networking",1,23,2023-10-03
ML Engineer,Chennai,IT,"ml, tensorflow, python",8,18,2024-05-16
Data Analyst,Chennai,EdTech,"excel, sql, python",0,21,2023-08-25
Data Analyst,Chennai,EdTech,"excel, power bi, sql",5,25,2023-08-06
AI Engineer,Delhi,FinTech,"ai, ml, python",6,4,2024-08-03
ML Engineer,Pune,E-Commerce,"deep learning, tensorflow, python",3,24,2023-11-25
Web Developer,Chennai,FinTech,"html, javascript, css",2,4,2024-06-26
Software Engineer,Hyderabad,EdTech,"oops, python, java",7,24,2023-10-05
AI Engineer,Pune,FinTech,"nlp, ml, ai",0,15,2024-03-27
DevOps Engineer,Chennai,IT,"docker, aws, linux",2,5,2024-06-21
DevOps Engineer,Chennai,EdTech,"linux, kubernetes, docker",1,7,2023-02-10
AI Engineer,Pune,EdTech,"ml, python, ai",5,22,2024-05-01
DevOps Engineer,Delhi,E-Commerce,"linux, aws, kubernetes",3,19,2023-02-21
ML Engineer,Pune,IT,"ml, deep learning, python",1,5,2024-01-26
ML Engineer,Pune,EdTech,"tensorflow, ml, python",0,18,2024-03-28
Data Scientist,Pune,EdTech,"ml, python, sql",4,21,2023-10-09
Web Developer,Hyderabad,EdTech,"html, css, javascript",4,24,2023-02-25
ML Engineer,Mumbai,IT,"python, tensorflow, deep learning",8,12,2023-10-13
DevOps Engineer,Hyderabad,IT,"kubernetes, docker, aws",1,21,2024-01-03
Web Developer,Chennai,E-Commerce,"css, javascript, react",7,25,2024-07-22
DevOps Engineer,Chennai,HealthTech,"aws, docker, linux",8,8,2024-08-22
ML Engineer,Pune,IT,"tensorflow, ml, deep learning",2,5,2023-12-14
Software Engineer,Hyderabad,FinTech,"java, oops, python",1,16,2023-07-22
Software Engineer,Delhi,HealthTech,"java, oops, python",0,14,2024-10-16
Web Developer,Chennai,HealthTech,"javascript, html, css",7,13,2024-06-13
ML Engineer,Hyderabad,HealthTech,"deep learning, ml, python",4,21,2024-01-23
Cyber Security Analyst,Chennai,FinTech,"linux, networking, security",5,22,2024-10-13
Web Developer,Pune,HealthTech,"css, html, javascript",1,15,2023-01-01
Software Engineer,Bangalore,IT,"java, oops, sql",2,18,2023-05-01
Business Analyst,Delhi,E-Commerce,"communication, excel, sql",2,11,2023-11-22
Business Analyst,Chennai,EdTech,"sql, excel, communication",3,20,2023-08-03
Data Analyst,Delhi,HealthTech,"sql, excel, python",4,25,2024-01-23
Cloud Engineer,Delhi,E-Commerce,"aws, docker, linux",8,16,2024-07-26
Cloud Engineer,Mumbai,HealthTech,"linux, azure, aws",8,5,2024-09-02
AI Engineer,Delhi,E-Commerce,"ml, ai, nlp",8,17,2024-01-27
ML Engineer,Bangalore,HealthTech,"tensorflow, deep learning, ml",6,14,2024-06-20
ML Engineer,Pune,FinTech,"deep learning, python, tensorflow",3,7,2023-01-12
Data Analyst,Bangalore,E-Commerce,"power bi, python, sql",2,22,2024-02-15
Software Engineer,Mumbai,IT,"oops, java, python",0,7,2023-07-19
Data Scientist,Delhi,EdTech,"sql, ml, statistics",0,17,2023-07-06
Data Scientist,Pune,IT,"ml, sql, statistics",3,21,2024-07-04
Web Developer,Hyderabad,EdTech,"css, html, javascript",8,23,2024-05-31
DevOps Engineer,Chennai,IT,"kubernetes, aws, linux",6,4,2023-09-18
Cloud Engineer,Delhi,HealthTech,"linux, aws, azure",0,22,2023-02-16
Cloud Engineer,Bangalore,FinTech,"linux, docker, aws",8,5,2023-03-15
Cyber Security Analyst,Bangalore,IT,"security, networking, linux",6,8,2023-07-02
Data Scientist,Delhi,IT,"python, ml, statistics",8,13,2023-12-21
AI Engineer,Delhi,EdTech,"ai, python, nlp",1,25,2023-03-19
Data Analyst,Mumbai,EdTech,"excel, python, power bi",4,16,2024-06-09
AI Engineer,Mumbai,EdTech,"ml, nlp, ai",2,8,2023-09-11
Business Analyst,Pune,HealthTech,"excel, communication, sql",5,3,2024-10-24
ML Engineer,Pune,EdTech,"ml, python, tensorflow",6,19,2023-12-26
Data Scientist,Pune,EdTech,"sql, python, statistics",4,22,2024-06-17
AI Engineer,Delhi,HealthTech,"ai, nlp, python",4,15,2024-11-10
Software Engineer,Delhi,E-Commerce,"java, oops, python",8,10,2024-04-09
Web Developer,Mumbai,FinTech,"html, react, javascript",8,11,2024-08-23
Business Analyst,Chennai,E-Commerce,"excel, sql, communication",1,6,2023-06-01
Cyber Security Analyst,Chennai,IT,"linux, security, networking",0,4,2024-10-02
AI Engineer,Pune,IT,"nlp, python, ml",7,20,2024-03-19
Web Developer,Chennai,IT,"react, html, javascript",1,25,2024-02-07
AI Engineer,Pune,EdTech,"nlp, ml, python",3,20,2023-10-19
Web Developer,Bangalore,EdTech,"javascript, html, react",3,16,2023-10-03
ML Engineer,Delhi,FinTech,"deep learning, python, tensorflow",4,7,2024-07-14
Software Engineer,Mumbai,EdTech,"java, sql, python",6,21,2023-05-20
ML Engineer,Mumbai,FinTech,"tensorflow, deep learning, python",3,6,2023-03-02
Cyber Security Analyst,Pune,E-Commerce,"networking, security, linux",5,20,2023-01-06
Data Analyst,Hyderabad,IT,"excel, power bi, sql",7,5,2023-05-09
ML Engineer,Mumbai,EdTech,"tensorflow, deep learning, ml",6,12,2024-09-06
Software Engineer,Delhi,HealthTech,"sql, oops, java",2,4,2023-09-18
DevOps Engineer,Hyderabad,IT,"kubernetes, aws, docker",0,20,2023-10-29
Data Analyst,Hyderabad,E-Commerce,"python, excel, power bi",8,4,2023-05-12
DevOps Engineer,Pune,EdTech,"kubernetes, docker, linux",4,11,2023-04-30
Cloud Engineer,Bangalore,FinTech,"azure, linux, aws",8,10,2024-07-07
Cloud Engineer,Hyderabad,HealthTech,"docker, linux, aws",3,24,2023-04-11
AI Engineer,Pune,E-Commerce,"ai, python, ml",2,15,2023-10-17
DevOps Engineer,Bangalore,IT,"kubernetes, linux, docker",5,9,2023-11-04
AI Engineer,Bangalore,IT,"nlp, python, ai",8,3,2023-12-10
Data Analyst,Chennai,EdTech,"excel, sql, python",1,12,2024-10-14
ML Engineer,Hyderabad,EdTech,"deep learning, ml, python",0,11,2023-04-11
DevOps Engineer,Pune,HealthTech,"kubernetes, aws, linux",3,25,2024-04-09
Data Scientist,Chennai,E-Commerce,"sql, statistics, ml",2,16,2024-08-01
DevOps Engineer,Hyderabad,EdTech,"aws, docker, linux",2,11,2023-01-01
Data Scientist,Hyderabad,EdTech,"ml, python, sql",2,14,2023-03-08
Data Analyst,Chennai,FinTech,"power bi, python, sql",4,13,2024-08-28
Cyber Security Analyst,Delhi,IT,"security, networking, linux",1,9,2023-12-15
Cloud Engineer,Hyderabad,EdTech,"azure, docker, linux",5,19,2024-04-18
ML Engineer,Chennai,IT,"deep learning, tensorflow, python",5,10,2023-04-10
Business Analyst,Pune,E-Commerce,"sql, excel, communication",1,16,2023-06-20
Software Engineer,Delhi,FinTech,"java, oops, python",0,24,2023-01-12
AI Engineer,Pune,IT,"ai, nlp, python",0,8,2023-02-28
ML Engineer,Chennai,IT,"tensorflow, python, deep learning",7,10,2023-11-13
Cyber Security Analyst,Delhi,EdTech,"security, networking, linux",4,14,2023-09-04
Business Analyst,Chennai,EdTech,"communication, sql, excel",6,19,2024-11-21
Web Developer,Pune,E-Commerce,"html, javascript, react",4,14,2024-09-06
Software Engineer,Delhi,EdTech,"java, python, sql",5,23,2024-09-17
Cyber Security Analyst,Bangalore,EdTech,"security, linux, networking",6,7,2023-04-08
Business Analyst,Chennai,EdTech,"excel, communication, sql",3,13,2023-05-08
Data Scientist,Mumbai,E-Commerce,"python, statistics, ml",8,18,2023-03-14
Data Analyst,Hyderabad,EdTech,"python, power bi, sql",3,3,2023-08-07
Business Analyst,Chennai,FinTech,"excel, sql, communication",1,24,2023-02-20
ML Engineer,Hyderabad,HealthTech,"tensorflow, ml, deep learning",6,16,2024-05-02
Data Analyst,Pune,IT,"excel, python, power bi",8,18,2023-08-29
Web Developer,Delhi,IT,"javascript, css, html",1,9,2023-01-27
Business Analyst,Pune,IT,"excel, sql, communication",7,15,2024-05-22
AI Engineer,Hyderabad,IT,"python, nlp, ai",1,13,2023-08-10
Web Developer,Delhi,FinTech,"css, javascript, html",5,15,2024-03-10
Software Engineer,Pune,IT,"sql, python, java",8,22,2023-12-28
Web Developer,Hyderabad,IT,"javascript, html, css",4,10,2023-06-20
Software Engineer,Delhi,EdTech,"python, oops, java",2,25,2024-04-02
Cloud Engineer,Pune,HealthTech,"docker, linux, aws",6,8,2023-06-11
Data Analyst,Hyderabad,EdTech,"excel, python, sql",7,22,2024-01-30
Data Scientist,Chennai,IT,"statistics, sql, ml",7,8,2023-05-29
AI Engineer,Chennai,FinTech,"python, ml, ai",8,9,2023-07-05
DevOps Engineer,Chennai,FinTech,"kubernetes, docker, linux",3,23,2023-07-03
Cyber Security Analyst,Bangalore,FinTech,"security, linux, networking",4,7,2024-04-12
Cloud Engineer,Hyderabad,E-Commerce,"docker, linux, azure",6,13,2023-07-19
AI Engineer,Chennai,IT,"python, ai, ml",7,21,2024-09-18
Cloud Engineer,Bangalore,HealthTech,"linux, aws, azure",2,10,2023-02-23
Web Developer,Chennai,IT,"html, css, javascript",1,12,2024-12-09
Web Developer,Pune,EdTech,"html, css, javascript",1,10,2023-11-09
Cyber Security Analyst,Bangalore,IT,"security, networking, linux",3,8,2023-06-03
ML Engineer,Bangalore,FinTech,"ml, python, deep learning",4,4,2023-01-13
DevOps Engineer,Pune,HealthTech,"kubernetes, linux, aws",3,16,2024-10-25
Data Analyst,Delhi,IT,"python, sql, power bi",7,9,2024-08-28
Data Scientist,Bangalore,HealthTech,"statistics, python, ml",4,12,2024-04-19
Web Developer,Delhi,EdTech,"javascript, css, html",3,11,2024-08-03
Web Developer,Pune,HealthTech,"css, javascript, react",2,5,2024-09-02
Data Scientist,Chennai,E-Commerce,"python, sql, statistics",7,13,2023-05-17
ML Engineer,Pune,HealthTech,"python, tensorflow, ml",4,8,2024-12-10
Cloud Engineer,Mumbai,FinTech,"docker, aws, linux",1,24,2024-04-25
Cloud Engineer,Chennai,E-Commerce,"docker, aws, linux",6,16,2023-10-20
Business Analyst,Mumbai,IT,"communication, sql, excel",0,3,2024-11-16
AI Engineer,Mumbai,HealthTech,"ml, nlp, python",5,10,2024-08-22
Cyber Security Analyst,Hyderabad,IT,"networking, linux, security",8,11,2023-10-22
Web Developer,Pune,E-Commerce,"javascript, css, html",3,14,2023-05-20
Software Engineer,Pune,IT,"sql, java, oops",6,4,2024-10-28
