job_title,location,industry,skills,experience,salary_lpa,posted_date,demand_score,demand_label
Web Developer (Remote),Bangalore,EdTech,"css, html, javascript",3,15,2023-06-16,112,Low
Cyber Security Analyst,Hyderabad,EdTech,"networking, linux, security",8,10,2023-05-03,127,High
Data Scientist (Remote),Hyderabad,EdTech,"statistics, sql, python",4,20,2024-05-31,114,Low
Web Developer,Chennai,HealthTech,"javascript, html, react",7,12,2023-09-18,112,Low
AI Engineer,Delhi,HealthTech,"nlp, python, ai",7,8,2023-06-17,120,Medium
AI Engineer,Delhi,HealthTech,"python, nlp, ai",7,10,2023-09-12,120,Medium
Web Developer (Remote),Pune,IT,"javascript, html, css",2,19,2024-06-13,112,Low
Software Engineer,Mumbai,IT,"sql, oops, java",0,17,2024-12-30,115,Medium
ML Engineer,Hyderabad,HealthTech,"ml, python, deep learning",5,6,2023-03-22,138,High
ML Engineer (Remote),Chennai,HealthTech,"deep learning, tensorflow, python",4,14,2023-06-17,138,High
Software Engineer,Pune,EdTech,"oops, java, sql",4,8,2024-12-26,115,Medium
Software Engineer,Mumbai,HealthTech,"python, java, sql",1,8,2023-06-09,115,Medium
Software Engineer (Remote),Chennai,E-Commerce,"oops, python, java",8,5,2023-05-08,115,Medium
Business Analyst (Remote),Delhi,HealthTech,"excel, sql, communication",7,21,2024-12-14,114,Low
Business Analyst,Chennai,E-Commerce,"sql, excel, communication",2,24,2023-03-13,114,Low
AI Engineer,Delhi,IT,"ml, ai, python",0,3,2023-10-22,120,Medium
Data Scientist (Remote),Hyderabad,IT,"python, ml, sql",2,16,2024-06-03,114,Low
Data Scientist (Remote),Mumbai,HealthTech,"sql, python, ml",3,13,2024-06-12,114,Low
Cyber Security Analyst,Hyderabad,E-Commerce,"security, networking, linux",0,14,2023-04-08,127,High
Software Engineer,Mumbai,IT,"java, sql, python",5,14,2024-08-31,115,Medium
DevOps Engineer,Delhi,EdTech,"aws, kubernetes, linux",6,16,2023-02-17,125,High
DevOps Engineer,Pune,EdTech,"linux, docker, kubernetes",5,17,2023-09-15,125,High
Business Analyst,Pune,FinTech,"excel, communication, sql",6,23,2024-08-15,114,Low
DevOps Engineer,Mumbai,E-Commerce,"aws, docker, linux",3,14,2024-07-22,125,High
Cloud Engineer (Remote),Mumbai,EdTech,"docker, linux, aws",4,22,2023-01-26,121,Medium
Data Scientist (Remote),Delhi,FinTech,"ml, python, sql",0,25,2024-12-18,114,Low
ML Engineer,Mumbai,E-Commerce,"ml, deep learning, python",7,17,2023-11-03,138,High
Business Analyst,Chennai,FinTech,"excel, sql, communication",6,9,2023-12-01,114,Low
Data Scientist,Bangalore,EdTech,"sql, python, ml",2,18,2024-05-06,114,Low
DevOps Engineer,Delhi,EdTech,"linux, kubernetes, docker",2,24,2023-06-25,125,High
ML Engineer (Remote),Chennai,IT,"python, tensorflow, ml",2,24,2024-02-18,138,High
Cyber Security Analyst,Chennai,HealthTech,"networking, security, linux",1,7,2024-02-12,127,High
ML Engineer,Pune,HealthTech,"ml, python, tensorflow",7,9,2024-09-20,138,High
Software Engineer (Remote),Pune,HealthTech,"oops, python, sql",3,20,2023-12-17,115,Medium
DevOps Engineer (Remote),Mumbai,EdTech,"kubernetes, docker, linux",6,10,2023-10-27,125,High
Web Developer,Hyderabad,IT,"html, javascript, react",0,22,2024-12-01,112,Low
Software Engineer (Remote),Hyderabad,HealthTech,"python, sql, oops",5,14,2023-07-27,115,Medium
AI Engineer (Remote),Hyderabad,HealthTech,"nlp, python, ml",3,15,2024-09-26,120,Medium
Business Analyst (Remote),Pune,EdTech,"communication, excel, sql",7,4,2024-01-27,114,Low
Business Analyst (Remote),Mumbai,HealthTech,"excel, sql, communication",4,4,2023-09-19,114,Low
Business Analyst (Remote),Mumbai,FinTech,"excel, communication, sql",3,18,2024-11-17,114,Low
Business Analyst,Mumbai,FinTech,"sql, excel, communication",1,15,2023-01-24,114,Low
Cyber Security Analyst,Chennai,HealthTech,"linux, networking, security",0,17,2023-05-27,127,High
Data Analyst,Bangalore,IT,"excel, sql, python",3,16,2024-05-11,114,Low
Data Scientist,Hyderabad,FinTech,"statistics, sql, python",8,13,2023-09-27,114,Low
Data Analyst,Hyderabad,EdTech,"sql, power bi, excel",6,11,2023-05-27,114,Low
Software Engineer (Remote),Pune,FinTech,"java, oops, sql",1,22,2024-05-24,115,Medium
Software Engineer,Mumbai,IT,"python, sql, oops",0,22,2023-06-24,115,Medium
ML Engineer,Pune,HealthTech,"tensorflow, python, deep learning",1,17,2023-03-02,138,High
ML Engineer,Hyderabad,EdTech,"tensorflow, ml, python",8,18,2023-12-23,138,High
AI Engineer,Pune,EdTech,"ml, ai, python",5,20,2023-11-27,120,Medium
ML Engineer (Remote),Pune,EdTech,"deep learning, tensorflow, python",8,7,2024-11-02,138,High
AI Engineer (Remote),Delhi,EdTech,"ai, python, nlp",2,10,2024-08-02,120,Medium
Cloud Engineer,Mumbai,IT,"linux, docker, aws",2,25,2023-08-18,121,Medium
AI Engineer,Mumbai,HealthTech,"python, nlp, ml",0,18,2023-12-08,120,Medium
Software Engineer,Delhi,EdTech,"python, oops, java",2,9,2024-01-22,115,Medium
Cloud Engineer,Delhi,HealthTech,"aws, linux, docker",8,9,2024-06-21,121,Medium
Data Scientist,Pune,EdTech,"ml, python, statistics",6,13,2024-02-21,114,Low
Business Analyst,Bangalore,E-Commerce,"sql, excel, communication",2,14,2024-08-14,114,Low
Cloud Engineer (Remote),Mumbai,IT,"aws, linux, azure",5,19,2023-06-01,121,Medium
Cyber Security Analyst (Remote),Mumbai,HealthTech,"security, linux, networking",5,21,2024-10-02,127,High
Data Analyst (Remote),Hyderabad,HealthTech,"python, sql, power bi",2,12,2023-11-21,114,Low
Cyber Security Analyst (Remote),Hyderabad,E-Commerce,"networking, security, linux",1,8,2023-10-14,127,High
Data Scientist (Remote),Mumbai,FinTech,"ml, statistics, sql",0,3,2023-04-25,114,Low
AI Engineer (Remote),Mumbai,FinTech,"nlp, ai, python",8,19,2024-05-30,120,Medium
Cyber Security Analyst (Remote),Mumbai,E-Commerce,"security, linux, networking",5,16,2024-06-17,127,High
Data Scientist (Remote),Hyderabad,HealthTech,"statistics, ml, sql",7,17,2023-03-14,114,Low
Web Developer,Delhi,HealthTech,"html, react, javascript",0,17,2024-11-25,112,Low
Business Analyst (Remote),Pune,IT,"sql, communication, excel",2,17,2023-07-06,114,Low
Business Analyst,Chennai,HealthTech,"communication, sql, excel",0,21,2024-07-23,114,Low
Data Scientist,Mumbai,E-Commerce,"ml, sql, statistics",5,14,2024-02-18,114,Low
Business Analyst,Bangalore,EdTech,"communication, sql, excel",8,13,2024-01-21,114,Low
Data Scientist (Remote),Delhi,IT,"statistics, python, sql",0,8,2023-08-24,114,Low
Cloud Engineer,Hyderabad,FinTech,"linux, aws, azure",1,19,2023-01-25,121,Medium
Software Engineer,Delhi,IT,"oops, java, sql",4,18,2023-04-24,115,Medium
Business Analyst,Hyderabad,HealthTech,"excel, sql, communication",6,16,2023-11-18,114,Low
DevOps Engineer,Delhi,IT,"docker, aws, kubernetes",1,21,2023-03-12,125,High
Web Developer (Remote),Mumbai,EdTech,"javascript, html, react",0,21,2023-06-17,112,Low
Web Developer (Remote),Delhi,FinTech,"css, javascript, react",8,15,2024-09-13,112,Low
DevOps Engineer,Hyderabad,E-Commerce,"aws, kubernetes, linux",3,16,2024-12-14,125,High
AI Engineer,Delhi,FinTech,"ai, ml, python",7,23,2023-08-10,120,Medium
DevOps Engineer,Pune,IT,"linux, docker, kubernetes",5,6,2024-04-15,125,High
ML Engineer,Delhi,EdTech,"python, ml, deep learning",0,14,2024-12-14,138,High
Business Analyst (Remote),Hyderabad,IT,"communication, excel, sql",6,24,2024-08-31,114,Low
Cloud Engineer,Delhi,EdTech,"docker, linux, azure",0,8,2024-09-07,121,Medium
Web Developer (Remote),Mumbai,FinTech,"css, react, html",7,25,2024-05-30,112,Low
Data Scientist (Remote),Delhi,IT,"statistics, ml, sql",1,3,2024-07-19,114,Low
Business Analyst,Bangalore,E-Commerce,"excel, sql, communication",7,9,2024-03-04,114,Low
AI Engineer,Pune,EdTech,"ml, nlp, ai",0,12,2024-08-25,120,Medium
Cyber Security Analyst (Remote),Mumbai,IT,"security, linux, networking",7,20,2023-06-22,127,High
Web Developer (Remote),Pune,EdTech,"css, javascript, html",3,24,2023-04-06,112,Low
DevOps Engineer,Bangalore,FinTech,"linux, docker, aws",7,14,2024-08-29,125,High
Business Analyst (Remote),Chennai,HealthTech,"communication, sql, excel",5,6,2023-06-06,114,Low
Cyber Security Analyst,Bangalore,E-Commerce,"networking, security, linux",7,16,2023-03-09,127,High
Cloud Engineer (Remote),Hyderabad,HealthTech,"aws, docker, azure",2,10,2024-09-19,121,Medium
AI Engineer,Mumbai,E-Commerce,"python, ai, nlp",2,25,2023-09-21,120,Medium
Data Scientist,Hyderabad,FinTech,"statistics, sql, ml",7,20,2024-11-24,114,Low
Cloud Engineer (Remote),Mumbai,FinTech,"aws, azure, docker",4,22,2024-03-19,121,Medium
Software Engineer (Remote),Delhi,HealthTech,"python, oops, java",8,21,2023-01-07,115,Medium
AI Engineer (Remote),Mumbai,E-Commerce,"nlp, ml, python",3,9,2023-01-31,120,Medium
ML Engineer (Remote),Chennai,HealthTech,"python, deep learning, tensorflow",4,18,2023-01-21,138,High
Software Engineer,Hyderabad,IT,"python, oops, java",5,6,2024-04-18,115,Medium
Cloud Engineer (Remote),Pune,EdTech,"aws, linux, azure",5,11,2023-04-07,121,Medium
Cyber Security Analyst,Bangalore,E-Commerce,"security, networking, linux",8,4,2023-03-11,127,High
DevOps Engineer (Remote),Bangalore,EdTech,"kubernetes, docker, aws",8,8,2024-10-28,125,High
Business Analyst,Chennai,FinTech,"communication, sql, excel",7,4,2024-05-23,114,Low
Software Engineer,Hyderabad,EdTech,"python, java, sql",5,22,2023-04-21,115,Medium
Business Analyst,Delhi,FinTech,"communication, excel, sql",3,23,2024-10-03,114,Low
ML Engineer,Delhi,HealthTech,"deep learning, python, tensorflow",1,21,2023-09-22,138,High
Data Analyst,Delhi,EdTech,"python, sql, power bi",1,24,2023-10-16,114,Low
ML Engineer (Remote),Mumbai,E-Commerce,"tensorflow, ml, deep learning",4,21,2024-12-21,138,High
Business Analyst,Hyderabad,FinTech,"sql, excel, communication",6,6,2023-07-04,114,Low
Cloud Engineer,Delhi,IT,"aws, azure, linux",2,18,2024-05-05,121,Medium
Data Scientist,Pune,IT,"sql, statistics, ml",5,3,2024-08-06,114,Low
Data Scientist (Remote),Delhi,E-Commerce,"statistics, ml, python",6,20,2024-11-06,114,Low
Cyber Security Analyst,Delhi,EdTech,"linux, security, networking",1,5,2023-02-19,127,High
Software Engineer,Bangalore,IT,"python, oops, java",3,24,2024-04-19,115,Medium
Data Analyst (Remote),Delhi,IT,"excel, sql, power bi",8,13,2024-05-28,114,Low
Web Developer (Remote),Chennai,EdTech,"css, html, react",6,21,2025-01-01,112,Low
Data Analyst,Bangalore,E-Commerce,"python, power bi, sql",7,9,2023-10-13,114,Low
DevOps Engineer,Chennai,HealthTech,"linux, kubernetes, aws",0,23,2024-06-20,125,High
Data Analyst,Hyderabad,EdTech,"python, sql, excel",5,20,2024-10-31,114,Low
ML Engineer (Remote),Chennai,IT,"deep learning, python, tensorflow",1,25,2023-02-23,138,High
Web Developer,Delhi,FinTech,"javascript, react, html",8,16,2024-11-16,112,Low
Data Scientist (Remote),Chennai,HealthTech,"ml, sql, python",3,5,2024-10-01,114,Low
Cloud Engineer (Remote),Delhi,FinTech,"linux, azure, aws",4,13,2024-04-13,121,Medium
ML Engineer (Remote),Bangalore,EdTech,"ml, tensorflow, deep learning",3,13,2024-10-05,138,High
Data Analyst,Mumbai,HealthTech,"power bi, excel, sql",8,22,2023-12-14,114,Low
Cloud Engineer,Pune,HealthTech,"linux, aws, azure",3,13,2024-08-08,121,Medium
Cyber Security Analyst,Chennai,E-Commerce,"networking, linux, security",0,18,2024-04-23,127,High
Business Analyst,Delhi,IT,"excel, communication, sql",2,10,2023-11-27,114,Low
AI Engineer,Pune,EdTech,"nlp, ml, python",8,14,2023-09-10,120,Medium
Web Developer,Bangalore,HealthTech,"javascript, html, react",3,5,2024-08-30,112,Low
Business Analyst,Mumbai,EdTech,"communication, excel, sql",7,4,2024-12-30,114,Low
ML Engineer,Chennai,HealthTech,"deep learning, tensorflow, ml",8,11,2023-07-08,138,High
Data Scientist,Hyderabad,IT,"python, statistics, ml",5,24,2024-08-16,114,Low
DevOps Engineer,Pune,IT,"linux, aws, kubernetes",3,25,2023-03-05,125,High
Business Analyst (Remote),Mumbai,FinTech,"sql, excel, communication",1,17,2024-10-22,114,Low
ML Engineer,Pune,FinTech,"tensorflow, ml, deep learning",3,17,2023-02-20,138,High
Cyber Security Analyst,Chennai,EdTech,"networking, linux, security",2,13,2023-02-08,127,High
AI Engineer (Remote),Bangalore,EdTech,"ml, python, ai",6,7,2023-01-31,120,Medium
Web Developer,Pune,HealthTech,"css, react, javascript",0,11,2024-04-23,112,Low
DevOps Engineer,Pune,EdTech,"aws, linux, kubernetes",4,22,2024-10-13,125,High
Business Analyst,Delhi,HealthTech,"communication, excel, sql",1,4,2024-05-22,114,Low
Software Engineer,Chennai,HealthTech,"python, sql, oops",1,5,2024-06-17,115,Medium
Cloud Engineer,Bangalore,HealthTech,"azure, aws, docker",1,21,2023-09-05,121,Medium
Software Engineer (Remote),Delhi,IT,"oops, sql, python",4,4,2023-06-03,115,Medium
Data Scientist,Mumbai,IT,"sql, ml, statistics",1,22,2024-03-13,114,Low
Software Engineer,Delhi,HealthTech,"python, oops, sql",6,16,2024-10-05,115,Medium
Data Scientist (Remote),Delhi,IT,"statistics, python, sql",2,13,2024-06-03,114,Low
Software Engineer (Remote),Chennai,IT,"oops, python, java",4,25,2023-05-16,115,Medium
Cyber Security Analyst,Chennai,IT,"networking, linux, security",3,4,2023-09-11,127,High
Cyber Security Analyst,Chennai,E-Commerce,"networking, security, linux",2,23,2023-07-13,127,High
Software Engineer,Chennai,HealthTech,"python, sql, oops",6,15,2024-10-12,115,Medium
DevOps Engineer,Pune,E-Commerce,"aws, kubernetes, docker",1,12,2024-11-16,125,High
Business Analyst,Bangalore,EdTech,"sql, communication, excel",2,18,2024-07-20,114,Low
Cloud Engineer (Remote),Hyderabad,IT,"docker, linux, aws",0,8,2024-07-06,121,Medium
DevOps Engineer (Remote),Delhi,FinTech,"kubernetes, docker, linux",6,15,2024-01-29,125,High
Cloud Engineer (Remote),Chennai,EdTech,"azure, linux, aws",1,11,2023-04-19,121,Medium
Cloud Engineer,Pune,IT,"aws, linux, azure",5,11,2024-06-07,121,Medium
Data Analyst (Remote),Pune,FinTech,"excel, sql, power bi",0,8,2023-11-11,114,Low
Cyber Security Analyst,Mumbai,FinTech,"networking, security, linux",1,6,2024-03-18,127,High
Data Scientist,Delhi,IT,"ml, sql, statistics",8,3,2024-05-08,114,Low
Data Analyst,Hyderabad,IT,"excel, power bi, python",6,15,2024-10-13,114,Low
Business Analyst (Remote),Chennai,FinTech,"excel, sql, communication",6,3,2023-02-05,114,Low
DevOps Engineer,Bangalore,E-Commerce,"docker, aws, kubernetes",6,22,2024-07-26,125,High
Data Scientist (Remote),Hyderabad,FinTech,"ml, sql, python",3,10,2024-05-06,114,Low
Data Analyst,Bangalore,IT,"excel, sql, python",0,15,2023-05-27,114,Low
DevOps Engineer (Remote),Mumbai,FinTech,"kubernetes, docker, linux",5,19,2023-06-26,125,High
Software Engineer,Pune,EdTech,"java, sql, oops",1,13,2023-05-11,115,Medium
Business Analyst,Mumbai,FinTech,"sql, excel, communication",3,21,2024-02-17,114,Low
Cyber Security Analyst (Remote),Chennai,EdTech,"security, linux, networking",5,20,2024-03-24,127,High
Business Analyst (Remote),Delhi,E-Commerce,"excel, communication, sql",7,16,2023-04-06,114,Low
Data Scientist,Pune,HealthTech,"ml, statistics, python",0,23,2023-11-02,114,Low
Data Scientist,Delhi,E-Commerce,"ml, python, sql",7,18,2024-08-25,114,Low
DevOps Engineer,Hyderabad,FinTech,"kubernetes, aws, docker",6,13,2024-10-06,125,High
Data Analyst,Chennai,E-Commerce,"power bi, sql, excel",8,15,2024-06-10,114,Low
Web Developer,Mumbai,E-Commerce,"react, html, javascript",1,10,2023-04-28,112,Low
Business Analyst (Remote),Delhi,HealthTech,"excel, communication, sql",5,9,2024-09-11,114,Low
Cyber Security Analyst (Remote),Chennai,IT,"security, networking, linux",5,9,2024-12-26,127,High
Data Analyst (Remote),Hyderabad,IT,"excel, python, power bi",3,21,2023-01-08,114,Low
Cloud Engineer,Delhi,FinTech,"docker, aws, azure",8,24,2023-09-19,121,Medium
Cloud Engineer,Pune,HealthTech,"azure, linux, aws",6,21,2024-09-11,121,Medium
Data Scientist,Chennai,FinTech,"sql, ml, statistics",1,11,2023-01-30,114,Low
Data Analyst,Pune,FinTech,"python, power bi, excel",3,22,2023-11-09,114,Low
ML Engineer,Pune,IT,"python, ml, tensorflow",1,15,2023-02-04,138,High
Data Analyst (Remote),Delhi,IT,"excel, power bi, sql",7,16,2024-10-08,114,Low
Cyber Security Analyst,Delhi,FinTech,"linux, security, networking",7,15,2024-02-08,127,High
AI Engineer,Delhi,EdTech,"ml, python, nlp",7,22,2024-07-15,120,Medium
Web Developer,Mumbai,EdTech,"javascript, css, react",8,5,2024-02-24,112,Low
ML Engineer (Remote),Hyderabad,HealthTech,"deep learning, ml, python",6,16,2023-08-23,138,High
AI Engineer,Delhi,EdTech,"python, nlp, ml",1,8,2024-08-17,120,Medium
AI Engineer,Hyderabad,EdTech,"ai, python, nlp",5,25,2023-11-27,120,Medium
Software Engineer,Hyderabad,EdTech,"java, python, sql",1,11,2024-04-03,115,Medium
Cyber Security Analyst,Hyderabad,HealthTech,"security, networking, linux",8,9,2023-01-27,127,High
Software Engineer,Mumbai,IT,"java, oops, sql",8,13,2024-01-20,115,Medium
Data Scientist,Bangalore,HealthTech,"ml, python, sql",3,7,2023-01-16,114,Low
Cyber Security Analyst (Remote),Bangalore,FinTech,"linux, security, networking",4,4,2024-12-26,127,High
Software Engineer,Hyderabad,EdTech,"python, java, sql",7,11,2023-10-31,115,Medium
Software Engineer,Chennai,HealthTech,"python, oops, sql",7,19,2023-11-19,115,Medium
AI Engineer,Delhi,E-Commerce,"ml, python, ai",4,16,2024-12-24,120,Medium
Cyber Security Analyst,Bangalore,HealthTech,"networking, security, linux",2,18,2023-06-11,127,High
DevOps Engineer,Hyderabad,IT,"docker, aws, kubernetes",7,15,2023-03-06,125,High
Cloud Engineer,Chennai,HealthTech,"azure, aws, linux",0,10,2023-08-10,121,Medium
Cyber Security Analyst,Delhi,FinTech,"linux, networking, security",4,21,2023-06-27,127,High
Cyber Security Analyst (Remote),Mumbai,EdTech,"networking, security, linux",3,12,2023-07-31,127,High
ML Engineer,Chennai,FinTech,"ml, deep learning, python",7,17,2023-07-27,138,High
Cloud Engineer,Mumbai,IT,"azure, docker, aws",3,3,2024-09-12,121,Medium
Web Developer (Remote),Delhi,EdTech,"html, css, react",8,8,2023-05-18,112,Low
AI Engineer,Mumbai,IT,"ai, python, nlp",5,9,2024-08-20,120,Medium
Cyber Security Analyst,Bangalore,EdTech,"security, linux, networking",1,21,2023-06-04,127,High
Web Developer,Bangalore,EdTech,"javascript, react, css",3,22,2023-07-25,112,Low
Web Developer,Pune,EdTech,"html, css, javascript",0,17,2023-07-29,112,Low
ML Engineer,Hyderabad,FinTech,"python, deep learning, tensorflow",5,5,2024-11-21,138,High
Business Analyst (Remote),Pune,FinTech,"communication, sql, excel",3,17,2024-05-10,114,Low
Software Engineer (Remote),Bangalore,IT,"sql, java, python",7,13,2024-02-04,115,Medium
AI Engineer,Hyderabad,EdTech,"python, nlp, ai",1,12,2023-06-25,120,Medium
Cloud Engineer (Remote),Mumbai,EdTech,"azure, linux, docker",4,23,2023-03-27,121,Medium
Web Developer (Remote),Pune,FinTech,"html, javascript, react",3,16,2024-11-10,112,Low
Software Engineer,Hyderabad,HealthTech,"sql, python, oops",2,22,2024-08-28,115,Medium
Web Developer,Delhi,EdTech,"css, javascript, react",8,5,2024-09-20,112,Low
ML Engineer,Chennai,FinTech,"deep learning, ml, tensorflow",5,22,2023-09-12,138,High
Web Developer (Remote),Chennai,E-Commerce,"css, html, react",7,11,2024-02-01,112,Low
Data Scientist (Remote),Mumbai,E-Commerce,"python, statistics, ml",6,14,2023-06-22,114,Low
ML Engineer,Chennai,FinTech,"ml, tensorflow, deep learning",8,13,2023-12-05,138,High
AI Engineer,Chennai,EdTech,"nlp, ml, python",6,22,2023-09-15,120,Medium
DevOps Engineer (Remote),Bangalore,FinTech,"linux, aws, kubernetes",3,14,2024-07-11,125,High
Cloud Engineer,Chennai,HealthTech,"aws, azure, linux",1,6,2023-09-28,121,Medium
Web Developer (Remote),Hyderabad,EdTech,"javascript, html, css",7,20,2024-06-02,112,Low
DevOps Engineer (Remote),Delhi,E-Commerce,"aws, kubernetes, docker",2,13,2023-06-07,125,High
Cloud Engineer,Hyderabad,HealthTech,"aws, linux, docker",3,25,2024-02-23,121,Medium
Web Developer,Bangalore,E-Commerce,"css, javascript, html",2,5,2023-07-15,112,Low
Web Developer,Hyderabad,E-Commerce,"css, javascript, html",0,21,2024-11-30,112,Low
AI Engineer,Mumbai,HealthTech,"python, ml, ai",3,19,2023-08-20,120,Medium
Cyber Security Analyst,Pune,EdTech,"security, networking, linux",3,21,2024-07-19,127,High
AI Engineer,Chennai,EdTech,"ai, ml, nlp",7,19,2023-09-03,120,Medium
Web Developer (Remote),Chennai,HealthTech,"css, html, javascript",5,12,2023-09-27,112,Low
Data Analyst,Mumbai,EdTech,"excel, python, sql",6,14,2024-05-15,114,Low
Software Engineer (Remote),Bangalore,IT,"oops, java, sql",1,20,2024-10-10,115,Medium
Web Developer,Chennai,HealthTech,"react, javascript, css",2,18,2023-11-14,112,Low
Data Scientist (Remote),Chennai,FinTech,"statistics, sql, ml",1,15,2023-05-24,114,Low
Data Analyst,Bangalore,E-Commerce,"power bi, sql, python",2,17,2023-03-03,114,Low
Web Developer (Remote),Pune,E-Commerce,"javascript, react, html",1,24,2024-06-21,112,Low
ML Engineer,Pune,HealthTech,"deep learning, tensorflow, ml",1,12,2024-12-29,138,High
AI Engineer,Bangalore,FinTech,"python, ml, ai",7,20,2023-01-26,120,Medium
Web Developer,Mumbai,IT,"javascript, react, css",6,3,2024-03-12,112,Low
Cloud Engineer (Remote),Bangalore,E-Commerce,"azure, docker, aws",3,21,2023-02-06,121,Medium
AI Engineer,Bangalore,FinTech,"nlp, ai, ml",3,7,2024-10-17,120,Medium
Cloud Engineer (Remote),Hyderabad,HealthTech,"aws, azure, linux",1,22,2024-04-15,121,Medium
Cyber Security Analyst,Hyderabad,IT,"security, networking, linux",0,6,2023-03-13,127,High
Data Analyst (Remote),Pune,HealthTech,"sql, excel, python",2,6,2024-06-26,114,Low
Cloud Engineer (Remote),Mumbai,E-Commerce,"docker, linux, aws",1,24,2024-03-13,121,Medium
Business Analyst (Remote),Chennai,FinTech,"sql, communication, excel",2,10,2024-05-28,114,Low
ML Engineer,Delhi,IT,"ml, tensorflow, python",1,17,2023-11-17,138,High
DevOps Engineer,Delhi,IT,"kubernetes, linux, aws",5,13,2023-07-15,125,High
Cyber Security Analyst (Remote),Bangalore,EdTech,"networking, security, linux",2,7,2023-11-17,127,High
AI Engineer,Mumbai,EdTech,"ml, ai, python",6,10,2023-05-16,120,Medium
Web Developer,Hyderabad,EdTech,"css, javascript, html",5,24,2023-10-18,112,Low
Data Scientist,Hyderabad,IT,"statistics, sql, python",1,3,2024-08-29,114,Low
Cloud Engineer,Hyderabad,FinTech,"aws, linux, azure",2,19,2023-08-23,121,Medium
Data Scientist,Mumbai,E-Commerce,"ml, python, sql",5,21,2023-12-18,114,Low
ML Engineer,Pune,HealthTech,"tensorflow, ml, deep learning",7,6,2023-03-04,138,High
DevOps Engineer (Remote),Bangalore,E-Commerce,"docker, aws, linux",1,11,2024-04-28,125,High
DevOps Engineer (Remote),Chennai,E-Commerce,"aws, linux, kubernetes",6,16,2023-04-17,125,High
AI Engineer,Hyderabad,FinTech,"nlp, ml, python",7,5,2024-08-17,120,Medium
Web Developer,Bangalore,HealthTech,"react, css, html",5,24,2023-07-16,112,Low
Software Engineer,Bangalore,EdTech,"sql, oops, java",1,22,2024-10-31,115,Medium
Web Developer (Remote),Delhi,HealthTech,"react, html, javascript",2,14,2024-12-15,112,Low
Cloud Engineer,Chennai,EdTech,"linux, aws, azure",7,7,2023-07-17,121,Medium
Cloud Engineer,Bangalore,E-Commerce,"aws, docker, linux",4,21,2023-07-13,121,Medium
Cyber Security Analyst (Remote),Mumbai,E-Commerce,"linux, security, networking",2,22,2024-10-18,127,High
AI Engineer (Remote),Chennai,E-Commerce,"ai, nlp, python",8,6,2024-03-26,120,Medium
Software Engineer,Bangalore,FinTech,"python, sql, java",5,20,2023-09-19,115,Medium
Web Developer,Pune,E-Commerce,"html, css, react",5,16,2024-10-30,112,Low
AI Engineer (Remote),Hyderabad,E-Commerce,"nlp, ai, python",0,12,2024-06-11,120,Medium
Data Scientist (Remote),Delhi,HealthTech,"python, sql, ml",6,25,2024-12-28,114,Low
Data Analyst (Remote),Hyderabad,EdTech,"power bi, excel, sql",8,19,2023-04-14,114,Low
Cyber Security Analyst,Hyderabad,HealthTech,"linux, security, networking",1,6,2023-08-11,127,High
Cloud Engineer (Remote),Hyderabad,IT,"aws, azure, docker",6,21,2024-03-27,121,Medium
Cloud Engineer (Remote),Hyderabad,IT,"linux, docker, azure",4,16,2023-03-25,121,Medium
Data Analyst,Chennai,FinTech,"python, sql, excel",8,15,2024-09-27,114,Low
Cyber Security Analyst (Remote),Delhi,EdTech,"linux, networking, security",6,6,2023-05-13,127,High
Software Engineer,Chennai,FinTech,"oops, sql, python",7,22,2023-06-10,115,Medium
Software Engineer (Remote),Delhi,FinTech,"python, java, sql",2,19,2024-09-11,115,Medium
AI Engineer (Remote),Pune,HealthTech,"ml, python, ai",8,10,2023-01-19,120,Medium
Cyber Security Analyst (Remote),Mumbai,FinTech,"networking, security, linux",1,8,2023-10-14,127,High
Data Scientist,Delhi,EdTech,"python, sql, ml",8,8,2023-11-04,114,Low
Cloud Engineer,Delhi,FinTech,"docker, linux, aws",3,24,2023-11-22,121,Medium
Cloud Engineer,Pune,IT,"linux, docker, azure",2,21,2023-12-19,121,Medium
Data Scientist,Chennai,EdTech,"sql, statistics, python",0,11,2023-05-04,114,Low
Web Developer,Mumbai,EdTech,"javascript, html, css",0,15,2024-11-26,112,Low
DevOps Engineer (Remote),Pune,E-Commerce,"kubernetes, aws, linux",4,8,2023-07-31,125,High
Business Analyst (Remote),Bangalore,IT,"communication, sql, excel",0,13,2023-09-08,114,Low
Web Developer,Pune,FinTech,"javascript, html, css",0,11,2023-09-14,112,Low
DevOps Engineer (Remote),Chennai,IT,"aws, linux, docker",6,10,2024-09-22,125,High
AI Engineer (Remote),Bangalore,HealthTech,"ai, python, nlp",5,4,2024-05-04,120,Medium
Cyber Security Analyst (Remote),Hyderabad,FinTech,"security, networking, linux",6,17,2024-08-07,127,High
Data Analyst (Remote),Hyderabad,E-Commerce,"python, excel, sql",8,19,2023-01-12,114,Low
Cyber Security Analyst (Remote),Mumbai,EdTech,"security, linux, networking",4,11,2023-02-27,127,High
Cloud Engineer,Hyderabad,E-Commerce,"docker, aws, azure",7,12,2024-03-13,121,Medium
AI Engineer,Bangalore,EdTech,"nlp, ai, python",0,5,2024-01-01,120,Medium
ML Engineer,Hyderabad,HealthTech,"tensorflow, deep learning, python",6,18,2023-02-02,138,High
Software Engineer,Hyderabad,EdTech,"java, sql, oops",4,21,2023-09-23,115,Medium
